| 3567 | Carúpano                          | VEN         | Sucre                |     119639 |
| 4008 | South Bend                         | USA         | Indiana              |     107789 |
| 4009 | Downey                             | USA         | California           |     107323 |
| 4010 | Waterbury                          | USA         | Connecticut          |     107271 |
| 4011 | Manchester                         | USA         | New Hampshire        |     107006 |
| 4012 | Allentown                          | USA         | Pennsylvania         |     106632 |
| 4013 | McAllen                            | USA         | Texas                |     106414 |
| 4014 | Joliet                             | USA         | Illinois             |     106221 |
| 4015 | Lowell                             | USA         | Massachusetts        |     105167 |
| 4016 | Provo                              | USA         | Utah                 |     105166 |
| 4017 | West Covina                        | USA         | California           |     105080 |
| 4018 | Wichita Falls                      | USA         | Texas                |     104197 |
| 4019 | Erie                               | USA         | Pennsylvania         |     103717 |
| 4020 | Daly City                          | USA         | California           |     103621 |
| 4021 | Citrus Heights                     | USA         | California           |     103455 |
| 4022 | Norwalk                            | USA         | California           |     103298 |
| 4023 | Gary                               | USA         | Indiana              |     102746 |
| 4024 | Berkeley                           | USA         | California           |     102743 |
| 4025 | Santa Clara                        | USA         | California           |     102361 |
| 4026 | Green Bay                          | USA         | Wisconsin            |     102313 |
| 4027 | Cape Coral                         | USA         | Florida              |     102286 |
| 4028 | Arvada                             | USA         | Colorado             |     102153 |
| 4029 | Pueblo                             | USA         | Colorado             |     102121 |
| 4030 | Sandy                              | USA         | Utah                 |     101853 |
| 4031 | Athens-Clarke County               | USA         | Georgia              |     101489 |
| 4032 | Cambridge                          | USA         | Massachusetts        |     101355 |
| 4033 | Westminster                        | USA         | Colorado             |     100940 |
| 4034 | San Buenaventura                   | USA         | California           |     100916 |
| 4035 | Portsmouth                         | USA         | Virginia             |     100565 |
| 4036 | Livonia                            | USA         | Michigan             |     100545 |
| 4037 | Burbank                            | USA         | California           |     100316 |
| 4038 | Clearwater                         | USA         | Florida              |      99936 |
| 4039 | Midland                            | USA         | Texas                |      98293 |
| 4040 | Davenport                          | USA         | Iowa                 |      98256 |
| 4041 | Mission Viejo                      | USA         | California           |      98049 |
| 4042 | Miami Beach                        | USA         | Florida              |      97855 |
| 4043 | Sunrise Manor                      | USA         | Nevada               |      95362 |
| 4044 | New Bedford                        | USA         | Massachusetts        |      94780 |
| 4045 | El Cajon                           | USA         | California           |      94578 |
| 4046 | Norman                             | USA         | Oklahoma             |      94193 |
| 4047 | Richmond                           | USA         | California           |      94100 |
| 4048 | Albany                             | USA         | New York             |      93994 |
| 4049 | Brockton                           | USA         | Massachusetts        |      93653 |
| 4050 | Roanoke                            | USA         | Virginia             |      93357 |
| 4051 | Billings                           | USA         | Montana              |      92988 |
| 4052 | Compton                            | USA         | California           |      92864 |
| 4053 | Gainesville                        | USA         | Florida              |      92291 |
| 4054 | Fairfield                          | USA         | California           |      92256 |
| 4055 | Arden-Arcade                       | USA         | California           |      92040 |
| 4056 | San Mateo                          | USA         | California           |      91799 |
| 4057 | Visalia                            | USA         | California           |      91762 |
| 4058 | Boulder                            | USA         | Colorado             |      91238 |
| 4059 | Cary                               | USA         | North Carolina       |      91213 |
| 4060 | Santa Monica                       | USA         | California           |      91084 |
| 4061 | Fall River                         | USA         | Massachusetts        |      90555 |
| 4062 | Kenosha                            | USA         | Wisconsin            |      89447 |
| 4063 | Elgin                              | USA         | Illinois             |      89408 |
| 4064 | Odessa                             | USA         | Texas                |      89293 |
| 4065 | Carson                             | USA         | California           |      89089 |
| 4066 | Charleston                         | USA         | South Carolina       |      89063 |
| 4067 | Charlotte Amalie                   | VIR         | St Thomas            |      13000 |
| 4068 | Harare                             | ZWE         | Harare               |    1410000 |
| 4069 | Bulawayo                           | ZWE         | Bulawayo             |     621742 |
| 4070 | Chitungwiza                        | ZWE         | Harare               |     274912 |
| 4071 | Mount Darwin                       | ZWE         | Harare               |     164362 |
| 4072 | Mutare                             | ZWE         | Manicaland           |     131367 |
| 4073 | Gweru                              | ZWE         | Midlands             |     128037 |
| 4074 | Gaza                               | PSE         | Gaza                 |     353632 |
| 4075 | Khan Yunis                         | PSE         | Khan Yunis           |     123175 |
| 4076 | Hebron                             | PSE         | Hebron               |     119401 |
| 4077 | Jabaliya                           | PSE         | North Gaza           |     113901 |
| 4078 | Nablus                             | PSE         | Nablus               |     100231 |
| 4079 | Rafah                              | PSE         | Rafah                |      92020 |
+------+------------------------------------+-------------+----------------------+------------+
theia@theiadocker-hirewillieco:/home/project$ 
